,co_ibge,no_municipio,nu_ocorrencias_ambulatorio,mp_municipio,nu_ocorrencias_internacoes,uf
123,421820,Timbó,1,"MULTIPOLYGON (((-49.305028 -26.847965, -49.311294 -26.826608, -49.330124 -26.807845, -49.329063999999995 -26.770314, -49.335006 -26.746102999999998, -49.272428999999995 -26.763873999999998, -49.224027 -26.773006, -49.214012 -26.755219999999998, -49.195403999999996 -26.792644, -49.207074 -26.799187, -49.207069 -26.83041, -49.254202 -26.870020999999998, -49.284712999999996 -26.880708, -49.305028 -26.847965)))",2,SC
124,130390,São Paulo de Olivença,2,"MULTIPOLYGON (((-68.624662 -3.692149, -68.667553 -3.707753, -68.694439 -3.701566, -68.745076 -3.699733, -68.76016 -3.705731, -68.771191 -3.747098, -68.797131 -3.750331, -68.808996 -3.735599, -68.824967 -3.743905, -68.827632 -3.760163, -68.81885799999999 -3.796708, -68.832633 -3.826976, -68.820786 -3.859256, -68.83921699999999 -3.887476, -68.83540599999999 -3.911964, -68.814832 -3.928115, -68.81563299999999 -3.954499, -68.828163 -3.984342, -68.837628 -4.025361, -68.85791 -4.060756, -68.880243 -4.070491, -68.889878 -4.093748, -68.910545 -4.106339999999999, -68.920711 -4.147168, -68.93561199999999 -4.169186, -68.950772 -4.208654, -68.95129899999999 -4.233312, -68.93619 -4.274357999999999, -68.942578 -4.326398999999999, -69.012101 -4.344628999999999, -69.023412 -4.367446999999999, -69.028775 -4.412036, -69.027912 -4.524638, -69.03985999999999 -4.578359, -69.065552 -4.596959, -69.08363 -4.620699, -69.09138399999999 -4.665896, -69.12194 -4.723424, -69.149046 -4.7192, -69.162187 -4.736508, -69.165662 -4.772048, -69.181465 -4.794773999999999, -69.22210799999999 -4.804183999999999, -69.266858 -4.835697, -69.282752 -4.852027, -69.290548 -4.880348, -69.315968 -4.906185, -69.344105 -4.964849, -69.35982899999999 -4.981742, -69.387241 -4.989463, -69.417057 -4.963584, -69.434178 -4.979404, -69.423362 -5.000562, -69.427104 -5.038809, -69.45783399999999 -5.084027, -69.467105 -5.11555, -69.478884 -5.129378, -69.520139 -5.149978, -69.53136099999999 -5.177471, -69.53339 -5.21909, -69.54777899999999 -5.244364, -69.576027 -5.238547, -69.567224 -5.210089, -69.606161 -5.210668, -69.646694 -5.237276, -69.691276 -5.240786, -69.70074699999999 -5.258302, -69.742699 -5.265278, -69.756056 -5.27869, -69.78294 -5.286992, -69.788448 -5.311357999999999, -69.784392 -5.346411, -69.79408099999999 -5.350022, -69.85091899999999 -5.342403, -69.88147599999999 -5.354312, -69.906752 -5.355911, -69.92985999999999 -5.369651999999999, -69.92564 -5.394775, -69.901364 -5.403385, -69.884028 -5.440151, -69.858582 -5.475008, -69.854528 -5.505912, -69.871529 -5.511330999999999, -69.89436599999999 -5.54123, -69.893912 -5.557961, -69.880168 -5.603911999999999, -69.883112 -5.616947, -69.916476 -5.624714, -69.920163 -5.643303, -69.904663 -5.666346, -69.904391 -5.706377, -69.922504 -5.756804, -69.947972 -5.76084, -69.98124899999999 -5.788673999999999, -70.000895 -5.866029, -70.01438999999999 -5.883867, -70.013756 -5.917879999999999, -70.001194 -5.922331, -69.999113 -5.941783999999999, -70.026534 -5.989696, -70.079444 -6.034492999999999, -70.111251 -6.049631, -70.113922 -6.080631, -70.127139 -6.101435, -70.116671 -6.12463, -70.123864 -6.15062, -70.134394 -6.156713, -70.167149 -6.215164, -70.187501 -6.221915999999999, -70.205536 -6.241737, -70.22959 -6.244173, -70.26175599999999 -6.2672, -70.287786 -6.274959, -70.30589499999999 -6.293855, -70.337783 -6.30674, -70.348956 -6.290309, -70.353061 -6.263533, -70.372368 -6.247532, -70.366725 -6.229902999999999, -70.398949 -6.186795999999999, -70.411199 -6.196778, -70.436033 -6.193988, -70.44545 -6.177681, -70.442698 -6.157865999999999, -70.43039399999999 -6.148115, -70.425564 -6.120974, -70.39437099999999 -6.088203, -70.364583 -6.039847, -70.34133899999999 -6.021535999999999, -70.307695 -6.011809, -70.310197 -5.960741, -70.32348 -5.93452, -70.30353699999999 -5.905596999999999, -70.29825799999999 -5.855669, -70.269528 -5.829943, -70.27417299999999 -5.795694, -70.258979 -5.752128, -70.26436799999999 -5.711694, -70.253697 -5.692447, -70.258145 -5.68002, -70.28111799999999 -5.666526999999999, -70.286416 -5.62836, -70.272922 -5.616547, -70.253867 -5.618685999999999, -70.23566799999999 -5.579949, -70.237171 -5.563105, -70.210996 -5.542195, -70.197756 -5.509685, -70.194807 -5.469715, -70.182474 -5.424611, -70.181247 -5.398533, -70.189112 -5.365749999999999, -70.176446 -5.330062, -70.15042199999999 -5.290371, -70.156139 -5.245912, -70.144224 -5.212371, -70.111949 -5.18488, -70.092083 -5.133607, -70.043887 -5.093039, -70.021225 -5.060201, -69.998891 -5.016746, -69.973669 -5.003982, -69.957608 -5.011431, -69.948387 -5.000744, -69.950358 -4.971766, -69.97455699999999 -4.918623, -69.968363 -4.895794, -69.93360899999999 -4.856006, -69.894695 -4.783568, -69.885331 -4.733595, -69.862443 -4.717834, -69.832194 -4.707720999999999, -69.794941 -4.673651, -69.764025 -4.653744, -69.717332 -4.593693, -69.69494399999999 -4.58013, -69.653306 -4.577548, -69.623222 -4.580956, -69.614666 -4.573982, -69.61986 -4.533704, -69.610333 -4.514399, -69.579641 -4.504788, -69.548445 -4.502649, -69.531306 -4.456043, -69.503494 -4.429488, -69.470188 -4.4181, -69.44785999999999 -4.423725, -69.437185 -4.384486, -69.449072 -4.356566, -69.490414 -4.34101, -69.516086 -4.319376, -69.53309999999999 -4.279075, -69.498019 -4.24915, -69.472259 -4.201261, -69.457954 -4.189987, -69.406612 -4.169626, -69.400024 -4.158436, -69.42599 -4.131765, -69.45840299999999 -4.121343, -69.4888 -4.13085, -69.516984 -4.130059, -69.529872 -4.118383, -69.53559899999999 -4.076334999999999, -69.520658 -4.046853, -69.44857999999999 -4.011778, -69.423188 -3.996491, -69.412249 -3.975292, -69.394036 -3.904088, -69.39282399999999 -3.835527, -69.395804 -3.822827, -69.418877 -3.804414, -69.424289 -3.786026, -69.414132 -3.76213, -69.439995 -3.716946, -69.46564699999999 -3.71741, -69.465882 -3.73271, -69.49566399999999 -3.740294, -69.531357 -3.731953, -69.559665 -3.759904, -69.59188499999999 -3.769422, -69.618444 -3.76993, -69.665713 -3.805508, -69.680435 -3.784056, -69.665694 -3.754539, -69.65297 -3.743626, -69.649936 -3.715768, -69.63821399999999 -3.689482, -69.625334 -3.679644, -69.62056199999999 -3.655132, -69.587334 -3.5901, -69.551403 -3.588522, -69.53554799999999 -3.5997, -69.51680999999999 -3.598366, -69.497552 -3.581298, -69.506939 -3.553674, -69.5247 -3.543635, -69.500906 -3.527936, -69.492026 -3.504187, -69.469278 -3.512579, -69.429491 -3.489254, -69.418942 -3.492551, -69.38425 -3.467258, -69.379432 -3.453003, -69.359955 -3.454917, -69.34219399999999 -3.405931, -69.318923 -3.393864, -69.31116899999999 -3.410993, -69.28108499999999 -3.404475, -69.244434 -3.403259, -69.23169 -3.3665, -69.206103 -3.35744, -69.18746399999999 -3.335724, -69.183032 -3.298379, -69.169791 -3.287985, -69.120074 -3.289767, -69.096307 -3.29689, -69.08308099999999 -3.312816, -69.06809799999999 -3.308469, -69.030468 -3.274698, -69.015833 -3.23705, -68.998918 -3.229076, -68.983632 -3.239493, -68.962443 -3.225783, -68.93491399999999 -3.223756, -68.909915 -3.20735, -68.872671 -3.217446, -68.87208 -3.203325, -68.85143699999999 -3.201125, -68.853841 -3.187487, -68.836806 -3.181713, -68.812663 -3.18546, -68.798712 -3.173247, -68.799156 -3.192898, -68.78183299999999 -3.193466, -68.74089 -3.167118, -68.726282 -3.173002, -68.70525599999999 -3.203028, -68.704677 -3.231622, -68.678336 -3.230043, -68.67442299999999 -3.241332, -68.644935 -3.222246, -68.632525 -3.23018, -68.624662 -3.692149)))",2,AM
125,231290,Sobral,7,"MULTIPOLYGON (((-40.370066 -3.861561, -40.379861 -3.844546, -40.389663999999996 -3.799494, -40.41567 -3.80648, -40.433115 -3.82741, -40.495351 -3.843425, -40.496266999999996 -3.84935, -40.573668 -3.861372, -40.600708999999995 -3.843496, -40.613353 -3.842923, -40.622653 -3.82544, -40.645708 -3.840644, -40.656456 -3.831203, -40.679232 -3.841756, -40.723625 -3.821111, -40.715361 -3.806048, -40.65573 -3.797256, -40.610510999999995 -3.649962, -40.548659 -3.65367, -40.514634 -3.648908, -40.498957999999995 -3.629788, -40.406490999999995 -3.645296, -40.399788 -3.627132, -40.361855999999996 -3.615576, -40.334672 -3.622706, -40.299008 -3.621795, -40.296735 -3.590842, -40.269292 -3.572934, -40.245183999999995 -3.581713, -40.229503 -3.578799, -40.21487 -3.60177, -40.200587999999996 -3.608284, -40.212711999999996 -3.625296, -40.183413 -3.653978, -40.174037999999996 -3.674003, -40.147135999999996 -3.668941, -40.134076 -3.686434, -40.113006999999996 -3.685027, -40.109743 -3.64505, -40.120304999999995 -3.639265, -40.069983 -3.593898, -40.044343999999995 -3.58107, -39.997495 -3.580153, -39.974410999999996 -3.571622, -39.993348 -3.626331, -40.009403 -3.647853, -40.020261999999995 -3.694185, -40.014922 -3.712092, -40.011793999999995 -3.760146, -39.976343 -3.776676, -39.924861 -3.946085, -40.006947 -3.899093, -39.999234 -3.930516, -39.980391999999995 -3.941771, -39.941978 -3.976197, -39.938596 -3.989961, -39.915929999999996 -3.998064, -39.91516 -4.020533, -39.926958 -4.034167, -39.898671 -4.043145, -39.868756 -4.044288, -39.877064 -4.060652999999999, -39.853423 -4.078444999999999, -39.857859999999995 -4.101464, -39.840626 -4.113527, -39.859593 -4.138635, -39.918853 -4.136949, -39.962863999999996 -4.121942, -39.969293 -4.106559, -39.987337 -4.107095999999999, -39.991108 -4.086431999999999, -40.014455 -4.088283, -40.051327 -4.070522, -40.057421 -4.058474, -40.082082 -4.059772, -40.138287999999996 -4.030892, -40.182018 -3.97448, -40.188747 -3.958747, -40.177656999999996 -3.949745, -40.138208999999996 -3.896606, -40.135676 -3.856467, -40.126619999999996 -3.846966, -40.10823 -3.76334, -40.116476 -3.76062, -40.120388 -3.714063, -40.126079999999995 -3.700871, -40.188196 -3.695846, -40.235710999999995 -3.697483, -40.284655 -3.730409, -40.307114999999996 -3.751247, -40.307506 -3.786701, -40.340464999999995 -3.783342, -40.370066 -3.861561)))",2,CE
126,292690,Rio do Pires,2,"MULTIPOLYGON (((-42.369958 -13.059657999999999, -42.381249 -13.048366, -42.354928 -13.033968999999999, -42.33719 -13.043064, -42.309219 -13.028371, -42.293169999999996 -13.028198, -42.264965 -13.003795, -42.267347 -12.991966, -42.247547 -12.977165, -42.211583999999995 -12.983234, -42.207477 -12.968312, -42.167977 -12.959792, -42.169281999999995 -12.982216999999999, -42.147375 -13.01526, -42.125293 -13.018338, -42.115114999999996 -13.026703, -42.102855999999996 -13.067853999999999, -42.103656 -13.132727, -42.073118 -13.152052, -42.059353 -13.181227999999999, -42.032271 -13.178061, -42.015449 -13.188362999999999, -42.005752 -13.210249, -41.974458 -13.2415, -41.931740999999995 -13.252872, -41.912566 -13.264059999999999, -41.900416 -13.303961, -41.909136 -13.311447999999999, -41.975262 -13.296927, -41.997067 -13.304521999999999, -42.008655 -13.287056, -42.032759 -13.294547, -42.096433999999995 -13.261064999999999, -42.125693 -13.259295999999999, -42.144715 -13.246535, -42.158156999999996 -13.226659, -42.170871 -13.184536, -42.186636 -13.171783, -42.180081 -13.164314, -42.202033 -13.140151, -42.202242999999996 -13.125821, -42.247727999999995 -13.107999, -42.263779 -13.12178, -42.277386 -13.116112, -42.29652 -13.135955, -42.321721 -13.120536, -42.337333 -13.101538, -42.340382999999996 -13.074964999999999, -42.369958 -13.059657999999999)))",2,BA
127,330220,Itaperuna,1,"MULTIPOLYGON (((-41.585072 -21.317383, -41.589028 -21.3261, -41.623531 -21.341067, -41.621365 -21.357872999999998, -41.648022 -21.346545, -41.650282999999995 -21.358197, -41.667972 -21.345807999999998, -41.699824 -21.361797, -41.703672999999995 -21.373455999999997, -41.720945 -21.367145, -41.767761 -21.398173999999997, -41.781183999999996 -21.400499999999997, -41.787804 -21.399293, -41.778704 -21.390137, -41.816015 -21.327520999999997, -41.839352999999996 -21.288318, -41.859066 -21.303161, -41.886072 -21.295192, -41.896544 -21.303266, -41.917736 -21.295174, -41.932272999999995 -21.312654, -41.961399 -21.308153, -41.985029999999995 -21.312911, -42.007762 -21.330755999999997, -42.020996 -21.32868, -42.034644 -21.343370999999998, -42.04855 -21.353685, -42.072914999999995 -21.355876, -42.092998 -21.344784, -42.089962 -21.344196999999998, -42.074472 -21.315071, -42.079198 -21.30011, -42.07006 -21.265878, -42.055973 -21.253581999999998, -42.029891 -21.245424999999997, -42.053672999999996 -21.235529, -42.054162999999996 -21.226456, -42.031996 -21.214271999999998, -42.049997999999995 -21.179313, -42.080245999999995 -21.177304, -42.085299 -21.193873999999997, -42.102933 -21.184915, -42.112013999999995 -21.214351, -42.133672999999995 -21.181393999999997, -42.121829999999996 -21.167876, -42.150816 -21.161308, -42.172529 -21.176634, -42.195319 -21.160258, -42.174493999999996 -21.131778, -42.163689 -21.100683, -42.139700999999995 -21.102894, -42.133661 -21.081235, -42.118494 -21.074796, -42.099985 -21.034236999999997, -42.080071 -21.030219, -42.047357 -21.038218999999998, -42.039753999999995 -21.075039999999998, -42.019037 -21.083073, -42.036057 -21.113049, -42.023128 -21.136468, -42.009913 -21.1224, -41.978153 -21.121060999999997, -41.976195 -21.133898, -41.929784 -21.156247, -41.920814 -21.136877, -41.899668 -21.135519, -41.892609 -21.115903, -41.877356999999996 -21.116208999999998, -41.870318999999995 -21.10091, -41.839141 -21.081621, -41.816111 -21.103866, -41.829864 -21.121899, -41.797846 -21.12283, -41.802232 -21.144128, -41.763832 -21.156066, -41.764154 -21.176012, -41.72949 -21.168371999999998, -41.717296999999995 -21.19614, -41.728010999999995 -21.21977, -41.705597 -21.219725999999998, -41.682123999999995 -21.257175999999998, -41.660895 -21.245096999999998, -41.629573 -21.254618, -41.605745999999996 -21.292445999999998, -41.588132 -21.30341, -41.585072 -21.317383)))",2,RJ
128,410830,Foz do Iguaçu,4,"MULTIPOLYGON (((-54.473622999999996 -25.211494, -54.460606999999996 -25.227345, -54.411055999999995 -25.236663, -54.410247 -25.247138, -54.391521999999995 -25.235650999999997, -54.385121999999996 -25.259631, -54.39311 -25.301052, -54.387609 -25.313397, -54.399139 -25.377083, -54.440813 -25.348927999999997, -54.44325 -25.334401, -54.466913 -25.324651, -54.503795 -25.358625999999997, -54.504843 -25.379724, -54.485904 -25.403904999999998, -54.486366 -25.552411, -54.465174 -25.552121999999997, -54.326909 -25.533312, -54.307508 -25.537623999999997, -54.29635 -25.557593999999998, -54.328905999999996 -25.571901999999998, -54.345476 -25.604906, -54.371283 -25.594455999999997, -54.391239999999996 -25.607077999999998, -54.397051999999995 -25.639711, -54.425295999999996 -25.658904999999997, -54.423868 -25.692871, -54.435235 -25.696899, -54.445285 -25.665678, -54.470217 -25.635768, -54.502463 -25.61443, -54.522152999999996 -25.628304, -54.536072 -25.620721, -54.535591999999994 -25.597716, -54.552887 -25.588153, -54.593517999999996 -25.592246, -54.594733999999995 -25.537976, -54.601229 -25.522935, -54.603668 -25.482454999999998, -54.617208 -25.470561, -54.619093 -25.450696999999998, -54.602568 -25.438043999999998, -54.586413 -25.396577999999998, -54.525365 -25.331536, -54.491234 -25.277966, -54.473622999999996 -25.211494)))",2,PR
129,350530,Barra Bonita,11,"MULTIPOLYGON (((-48.641976 -22.482314, -48.597691 -22.435848999999997, -48.609137 -22.425162999999998, -48.586326 -22.412198999999998, -48.564521 -22.412634999999998, -48.557998999999995 -22.425131999999998, -48.509674 -22.436118, -48.503201999999995 -22.45739, -48.472282 -22.48347, -48.46226 -22.483884999999997, -48.460601 -22.509984, -48.448069 -22.523087999999998, -48.451912 -22.539422, -48.490331 -22.546076, -48.505387 -22.52593, -48.524587 -22.528993999999997, -48.560151999999995 -22.499603999999998, -48.606463 -22.509688999999998, -48.621095 -22.501915, -48.641976 -22.482314)))",1,SP
130,320120,Cachoeiro de Itapemirim,1,"MULTIPOLYGON (((-41.244816 -20.868567, -41.234808 -20.853226, -41.249314 -20.846315, -41.287037 -20.855023, -41.320647 -20.851990999999998, -41.337433999999995 -20.863463, -41.342788 -20.850998999999998, -41.341958999999996 -20.798278, -41.354521999999996 -20.774638, -41.319866 -20.7323, -41.357884999999996 -20.725258, -41.351732 -20.707551, -41.383165999999996 -20.684051, -41.388988999999995 -20.671329, -41.372184999999995 -20.64567, -41.374072999999996 -20.628368, -41.350978999999995 -20.623922, -41.340931 -20.606018, -41.320046999999995 -20.623967999999998, -41.305633 -20.651415, -41.288533 -20.642681, -41.254393 -20.663012, -41.19375 -20.672373, -41.179373999999996 -20.653451, -41.151146 -20.643259, -41.132264 -20.615302, -41.099117 -20.608615999999998, -41.077537 -20.614095, -41.055281 -20.632234, -41.084925999999996 -20.682823, -41.086833 -20.704131999999998, -41.101765 -20.70395, -41.097094 -20.72457, -41.074467999999996 -20.711139, -41.071203 -20.726134, -41.049821 -20.752772999999998, -41.032242 -20.75685, -41.046285 -20.787639, -41.022028999999996 -20.787381999999997, -41.023077 -20.814612, -41.015845 -20.820854999999998, -41.030738 -20.854457, -41.006184999999995 -20.869374999999998, -41.039553 -20.869355, -41.053259 -20.878943, -41.052927 -20.903095, -41.080256 -20.921153, -41.092898999999996 -20.953405999999998, -41.093067 -20.933166999999997, -41.133464 -20.928817, -41.137007 -20.908732999999998, -41.156126 -20.89088, -41.166647999999995 -20.89957, -41.200879 -20.880406999999998, -41.213626 -20.889591, -41.232499999999995 -20.884422, -41.244816 -20.868567)))",1,ES
131,350330,Araras,10,"MULTIPOLYGON (((-47.467031 -22.418643, -47.46727 -22.413263, -47.462056999999994 -22.408329, -47.483450999999995 -22.379889, -47.474553 -22.360846, -47.462008999999995 -22.311339, -47.468924 -22.282942, -47.46978 -22.245362, -47.446532 -22.265136, -47.403856 -22.265387999999998, -47.362271 -22.23566, -47.347172 -22.246776, -47.321315999999996 -22.242818, -47.310468 -22.225665, -47.261886 -22.225555, -47.252555 -22.200741, -47.229898999999996 -22.194632, -47.224204 -22.206334, -47.24174 -22.219794999999998, -47.21904 -22.229765999999998, -47.232617 -22.250462, -47.211144 -22.277842, -47.188223 -22.271335999999998, -47.184290999999995 -22.292019999999997, -47.209725 -22.321716, -47.188424 -22.366327, -47.174924999999995 -22.409886, -47.188908 -22.432672, -47.211503 -22.431161, -47.225276 -22.45506, -47.252897 -22.476862, -47.274491 -22.461965, -47.296473 -22.461004, -47.3022 -22.444965999999997, -47.36557 -22.459462, -47.382867 -22.444702, -47.467031 -22.418643)))",1,SP
132,420140,Araranguá,1,"MULTIPOLYGON (((-49.565698 -29.058957999999997, -49.623351 -29.018012, -49.580338 -28.983963, -49.598186 -28.976031, -49.605553 -28.951971999999998, -49.603063 -28.940922999999998, -49.574073 -28.937013, -49.567665999999996 -28.923285, -49.546386999999996 -28.926147999999998, -49.533853 -28.917299999999997, -49.514579 -28.917102999999997, -49.5136 -28.891845, -49.489194 -28.882099999999998, -49.465298 -28.889509999999998, -49.459778 -28.901740999999998, -49.432721 -28.909309999999998, -49.397866 -28.833623, -49.351492 -28.855173999999998, -49.329912 -28.865088999999998, -49.29011 -28.883167, -49.37687 -28.956483, -49.409378 -28.941841999999998, -49.481978 -28.996644999999997, -49.481728 -29.002060999999998, -49.536477999999995 -29.02939, -49.547393 -29.048419, -49.565698 -29.058957999999997)))",1,SC
133,350160,Americana,3,"MULTIPOLYGON (((-47.351200999999996 -22.785031999999998, -47.360475 -22.766766999999998, -47.354859 -22.734818999999998, -47.367954 -22.707983, -47.388062 -22.69927, -47.361881 -22.680851, -47.335315 -22.712944999999998, -47.322721 -22.710504, -47.311188 -22.687061, -47.280221 -22.692356999999998, -47.279055 -22.663484999999998, -47.257517 -22.671107, -47.254948 -22.688344999999998, -47.239501 -22.680422999999998, -47.204259 -22.698271, -47.194210999999996 -22.729786999999998, -47.210808 -22.742946, -47.228611 -22.732903, -47.242622999999995 -22.759081, -47.26773 -22.766613, -47.287565 -22.753681999999998, -47.319494999999996 -22.762451, -47.351200999999996 -22.785031999999998)))",1,SP
134,520140,Aparecida de Goiânia,26,"MULTIPOLYGON (((-49.363578999999994 -16.892336999999998, -49.368514 -16.888728, -49.383292 -16.862299, -49.384133 -16.831875999999998, -49.365415 -16.818113, -49.349626 -16.764215999999998, -49.331506 -16.74945, -49.2881 -16.748265, -49.254855 -16.731538, -49.220926999999996 -16.738118, -49.187416 -16.764339, -49.183082999999996 -16.780409, -49.158908 -16.790758, -49.171592999999994 -16.818369, -49.154151 -16.824099999999998, -49.146307 -16.841611999999998, -49.153324999999995 -16.863613, -49.136748 -16.880909, -49.139722 -16.888911, -49.176745 -16.88458, -49.187725 -16.866953, -49.24382 -16.857945, -49.258182 -16.845385, -49.279250999999995 -16.851005999999998, -49.302375999999995 -16.867067, -49.324292 -16.86172, -49.319860999999996 -16.850365, -49.350558 -16.861582, -49.363578999999994 -16.892336999999998)))",1,GO
135,240110,Areia Branca,6,"MULTIPOLYGON (((-37.136649 -5.005053, -37.131192 -4.992431, -37.147342 -4.975173, -37.138556 -4.947949, -37.103894 -4.922377, -37.053974 -4.94659, -37.037255 -4.949871, -37.003315 -4.929379, -36.978941 -4.93162, -36.95997 -4.918635, -36.918831 -4.946518999999999, -36.878512 -4.950591, -36.855667 -4.97232, -36.899186 -4.977294, -36.90826 -4.98979, -36.965952 -4.98589, -36.965793999999995 -5.021868, -37.011424 -5.021946, -37.01132 -5.042406, -37.028614 -5.042459, -37.028434 -5.059686, -37.050937999999995 -5.059772, -37.050801 -5.096587, -37.111731 -5.096782999999999, -37.111405 -5.124651, -37.137408 -5.105352, -37.152809999999995 -5.076487999999999, -37.152946 -5.053944, -37.131755999999996 -5.030487, -37.136649 -5.005053)))",1,RN
136,310560,Barbacena,21,"MULTIPOLYGON (((-43.880157 -21.353064, -43.920612 -21.374388, -43.973186999999996 -21.373317999999998, -44.005431 -21.363236999999998, -44.024328 -21.341523, -44.011029 -21.307268, -43.988825999999996 -21.298278999999997, -44.011198 -21.284143, -44.005811 -21.260523, -44.024637999999996 -21.259266999999998, -44.022937 -21.241573, -44.001881999999995 -21.220945, -43.998308 -21.230909999999998, -43.975926 -21.220551, -43.954018999999995 -21.200158, -43.949467 -21.218069999999997, -43.914082 -21.221017999999997, -43.896271 -21.187872, -43.924026999999995 -21.168385, -43.929373999999996 -21.135923, -43.941226 -21.121637, -43.909555999999995 -21.12451, -43.886469999999996 -21.14212, -43.872281 -21.130986999999998, -43.856803 -21.144717999999997, -43.830473999999995 -21.145832, -43.802091999999995 -21.149342, -43.77224 -21.168511, -43.735673999999996 -21.174781, -43.714841 -21.188996, -43.693149 -21.183615, -43.673511 -21.166463999999998, -43.639717 -21.150997999999998, -43.632953 -21.134273999999998, -43.606795999999996 -21.129523, -43.598774999999996 -21.166612, -43.595492 -21.193661, -43.610983999999995 -21.23633, -43.593903 -21.271058, -43.597730999999996 -21.285308999999998, -43.580847 -21.318766999999998, -43.592341999999995 -21.337735, -43.602792 -21.332316, -43.62009 -21.350317, -43.631068 -21.375697, -43.653248 -21.353685, -43.676912 -21.350338999999998, -43.710159 -21.304675, -43.73966 -21.295191, -43.751089 -21.28284, -43.776078999999996 -21.298364, -43.79118 -21.276345, -43.822776999999995 -21.281637, -43.827073999999996 -21.270291, -43.841539999999995 -21.284733, -43.878819 -21.304094, -43.885726 -21.324248, -43.880157 -21.353064)))",1,MG
137,430210,Bento Gonçalves,8,"MULTIPOLYGON (((-51.654081999999995 -29.198145, -51.665504 -29.188118, -51.616651999999995 -29.18724, -51.616772999999995 -29.167261999999997, -51.58844 -29.167531, -51.614782 -29.144799, -51.615043 -29.1253, -51.649336 -29.093754999999998, -51.681712999999995 -29.08899, -51.679261999999994 -29.072391, -51.63751 -29.08887, -51.633661 -29.073074, -51.649403 -29.060639, -51.67622 -29.064977, -51.651762999999995 -29.014215999999998, -51.629323 -29.020729, -51.634617999999996 -29.038598, -51.617124 -29.042544, -51.60395 -29.064522, -51.603778 -29.049419999999998, -51.564366 -29.043855999999998, -51.553163 -29.015653, -51.535101 -29.019209999999998, -51.556577 -29.044829, -51.519824 -29.07923, -51.503978 -29.081787, -51.497285999999995 -29.087494, -51.502106 -29.114276999999998, -51.473659 -29.132194, -51.480539 -29.145353999999998, -51.458152 -29.168718, -51.423285 -29.165038, -51.423151999999995 -29.156164999999998, -51.388456999999995 -29.156011999999997, -51.390736 -29.197087999999997, -51.491600999999996 -29.197903999999998, -51.654081999999995 -29.198145)))",1,RS
138,430100,Arroio do Meio,1,"MULTIPOLYGON (((-51.949638 -29.415691, -51.955714 -29.42159, -51.984210999999995 -29.420768, -51.981154 -29.410833, -52.034859999999995 -29.401214, -52.032531 -29.384632, -52.062334 -29.364776, -52.063663 -29.354055, -52.036637 -29.353941, -52.033507 -29.328761, -52.015181999999996 -29.329210999999997, -51.987248 -29.300938, -51.976791999999996 -29.301122999999997, -51.964977999999995 -29.329749, -51.947291 -29.321209, -51.943922 -29.305411, -51.92037 -29.303846, -51.919371 -29.291591999999998, -51.899525999999994 -29.295797999999998, -51.894605 -29.314099, -51.917448 -29.335918, -51.908943 -29.352131999999997, -51.878468 -29.375612999999998, -51.873835 -29.387023, -51.909262999999996 -29.416781999999998, -51.926552 -29.397465, -51.949638 -29.415691)))",1,RS
